Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,SMA_20,EMA_20,RSI,MACD,Signal_Line
2022-05-12,745.5,750.5,765.0,731.5,293000,-2.17,3,2,5,2022,132,12,19,729.15,735.5263590799223,61.06194690265487,16.490065221382793,14.412026703444125
2022-05-13,740.0,735.5,775.0,735.5,207000,-0.74,4,2,5,2022,133,13,19,725.8,734.4765021409667,65.35433070866142,17.938405922782636,13.892517073959457
2022-05-16,766.0,772.5,775.0,744.0,331000,3.51,0,2,5,2022,136,16,20,722.375,733.8950813137,75.90361445783132,20.086093059147288,12.881044861753663
2022-05-17,789.5,766.5,800.0,760.5,1218000,3.07,1,2,5,2022,137,17,20,717.475,730.5156161888262,88.58131487889273,19.88788874142881,11.079782812405256
2022-05-18,770.0,788.0,819.5,766.0,1260000,-2.47,2,2,5,2022,138,18,20,711.875,724.306733682387,80.97014925373134,16.952902303301812,8.877756330149367
2022-05-19,773.0,772.5,776.5,742.0,358000,0.39,3,2,5,2022,139,19,20,707.65,719.4969161752697,77.5,14.945659216044419,6.858969836861255
2022-05-20,756.5,780.0,780.0,748.5,368000,-2.13,4,2,5,2022,140,20,20,703.325,713.8650126147718,77.65957446808511,11.860841177893235,4.8372974920654634
2022-05-23,729.0,757.0,765.0,719.5,283000,-3.64,0,2,5,2022,143,23,21,699.95,709.3771192058005,73.85892116182572,9.430970282974727,3.08141157060852
2022-05-24,729.5,729.0,739.5,722.0,193000,0.07,1,2,5,2022,144,24,21,697.675,707.311552806411,74.89878542510121,8.992393682071679,1.4940218925169684
2022-05-25,737.5,733.0,744.5,725.0,288000,1.1,2,2,5,2022,145,25,21,695.3,704.9759267860331,74.0,8.250902912452716,-0.3805710548717094
2022-05-26,742.5,739.5,766.5,726.0,428000,0.68,3,2,5,2022,146,26,21,692.4,701.5523401319313,72.265625,6.369932469594346,-2.538439546702816
2022-05-27,735.5,745.0,759.5,719.0,547000,-0.94,4,2,5,2022,147,27,21,689.325,697.2420601458188,70.08196721311475,3.367385722969857,-4.765532550777106
2022-05-30,727.0,745.0,745.0,723.0,387000,-1.16,0,2,5,2022,150,30,22,687.8,693.2149085822207,66.37931034482759,0.19879135585335916,-6.798762119213847
2022-05-31,711.0,727.0,749.0,709.0,440000,-2.2,1,2,5,2022,151,31,22,686.2,689.6585831698229,63.03317535545024,-2.982924237896782,-8.548150487980648
2022-06-01,708.0,719.5,722.0,701.0,532000,-0.42,2,2,6,2022,152,1,22,685.6,687.4121182403306,62.50000000000001,-5.37147142500487,-9.939457050501614
