Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,SMA_20,EMA_20,RSI,MACD,Signal_Line
2021-02-11,1095.0,1069.8,1100.0,1056.4,2648000,0.37,3,1,2,2021,42,11,6,1136.13,1133.6002849412469,32.622798887859105,-53.17285045682797,-57.145067262346046
2021-02-12,1072.4,1093.4,1100.0,1062.2,2509000,-2.06,4,1,2,2021,43,12,6,1140.88,1137.6634728297993,21.415770609318983,-56.490184809533275,-58.13812146372556
2021-02-15,1090.2,1060.0,1093.6,1059.8,1739000,1.66,0,1,2,2021,46,15,7,1146.67,1144.5333120750413,22.718631178707213,-57.6015434224837,-58.55010562727363
2021-02-16,1075.0,1094.4,1099.0,1074.0,1409000,-1.39,1,1,2,2021,47,16,7,1152.41,1150.2526080829405,16.700819672131118,-59.994564147777055,-58.78724617847111
2021-02-17,1070.0,1077.4,1077.6,1060.8,1686000,-0.47,2,1,2,2021,48,17,7,1158.73,1158.1739352495658,16.27188465499482,-60.62864421318386,-58.485416686144625
2021-02-18,1075.2,1062.8,1090.0,1061.8,998000,0.49,3,1,2,2021,49,18,7,1165.71,1167.455402117941,16.807610993657505,-60.04699885356558,-57.94960980438481
2021-02-19,1088.8,1080.0,1090.0,1071.0,1725000,1.26,4,1,2,2021,50,19,7,1174.45,1177.1664970777242,22.854077253218847,-58.96065152032884,-57.42526254208961
2021-02-20,1085.8,1089.8,1098.0,1072.2,1242000,-0.28,5,1,2,2021,51,20,7,1182.51,1186.4682336122216,22.354211663066906,-58.10119508379216,-57.0414152975298
2021-02-22,1088.2,1096.0,1100.0,1071.4,1069000,0.22,0,1,2,2021,53,22,8,1190.72,1197.0648897819292,20.741482965931837,-55.85365330357604,-56.77647035096421
2021-02-24,1147.6,1084.0,1147.6,1075.2,3351000,5.46,2,1,2,2021,55,24,8,1198.8,1208.5243518642374,31.293463143254428,-52.4169195651391,-57.00717461281125
2021-02-25,1140.0,1170.0,1201.4,1127.0,3707000,-0.66,3,1,2,2021,56,25,8,1203.8700000000001,1214.937441534157,25.900277008310226,-53.31596967258656,-58.15473837472928
2021-02-26,1160.0,1140.0,1179.0,1091.4,2367000,1.75,4,1,2,2021,57,26,8,1209.8700000000001,1222.8255932745944,22.694174757281502,-52.9141613417637,-59.364430550264956
